movieid,year,genres,rating,timestamp,genre_tfidf,year_norm,moviename,actor_tfidf
19,1995,Comedy,2.6782165384947723,18125.005093137348,0.3809854267869535,0.8539325842696629,Ace Ventura: When Nature Calls,0.7741136398823347
20,1995,Action|Comedy|Crime|Drama|Thriller,2.9236703207470565,14767.99723158101,0.15983344899375435,0.8539325842696629,Money Train,1.4998451772720236
21,1995,Action|Comedy|Drama,3.64038643426564,13770.008406030933,0.2286992057984424,0.8539325842696629,Get Shorty,3.338365071992569
22,1995,Crime|Drama|Horror|Mystery|Thriller,3.3974606235937,15302.798204998568,0.11025676613462873,0.8539325842696629,Copycat,1.6933735872426072
23,1995,Action|Crime|Thriller,3.2033898305084745,13902.178220838934,0.10363173721952347,0.8539325842696629,Assassins,1.403080972286732
24,1995,Drama|Sci-Fi,3.288907996560619,17639.10038358888,0.21139833448993756,0.8539325842696629,Powder,2.032048304691129
25,1995,Drama|Romance,3.726838514025777,13884.104693424157,0.2503469812630118,0.8539325842696629,Leaving Las Vegas,1.4998451772720236
26,1995,Drama,3.700172314761631,12700.37832586127,0.484617164006477,0.8539325842696629,Othello,1.4514630747793777
31,1995,Drama,3.3405639913232106,14721.955789545176,0.484617164006477,0.8539325842696629,Dangerous Minds,1.5482272797646697
35,1995,Drama|Romance,3.4937888198757765,10715.077635098547,0.2503469812630118,0.8539325842696629,Carrington,1.1127883573308561
36,1995,Crime|Drama,3.999211915832611,13831.70136939716,0.22640527411519779,0.8539325842696629,Dead Man Walking,2.515869329617588
38,1995,Comedy,2.8817891373801916,15023.438872745082,0.3809854267869535,0.8539325842696629,It Takes Two,0.8224957423749806
39,1995,Comedy|Romance,3.4887125902992775,16081.911963609993,0.2114850798056905,0.8539325842696629,Clueless,1.5482272797646695
40,1995,Drama,3.6448763250883394,11035.3642087423,0.484617164006477,0.8539325842696629,"Cry, the Beloved Country",0.9998967848480156
41,1995,Drama|War,3.889969808788997,12075.216147125759,0.1993407356002776,0.8539325842696629,Richard III,3.7254218919337356
42,1995,Action|Crime|Drama,3.0775694893341954,15269.297709445882,0.17050916287557508,0.8539325842696629,Dead Presidents,1.0644062548382103
43,1995,Drama,3.474846625766871,11528.132584391014,0.484617164006477,0.8539325842696629,Restoration,2.6610156370955256
44,1995,Action|Adventure|Fantasy,2.768313172043011,17201.731570593907,0.07227491196956846,0.8539325842696629,Mortal Kombat,0.7741136398823347
45,1995,Comedy|Drama|Thriller,3.427105449398443,14252.216330779162,0.2331714087439278,0.8539325842696629,To Die For,1.4998451772720234
46,1995,Drama|Romance,3.2962962962962963,12624.42445535836,0.2503469812630118,0.8539325842696629,How to Make an American Quilt,0.8708778448676266
48,1995,Animation|Children|Musical|Romance,3.0087515383563517,18557.379525705743,0.04821593800601434,0.8539325842696629,Pocahontas,0.8224957423749807
49,1995,Drama|Romance,3.7092198581560285,18635.397090730865,0.2503469812630118,0.8539325842696629,When Night Is Falling,0.4354389224338133
52,1995,Comedy|Drama|Romance,3.5836589094615254,12954.311148997986,0.2330171948492559,0.8539325842696629,Mighty Aphrodite,0.29029261495587555
53,1994,Adventure|Drama,3.7472527472527473,15177.60223155438,0.22284871616932686,0.8426966292134831,Lamerica,0.29029261495587555
55,1995,Drama,3.2328548644338118,10273.481487538407,0.484617164006477,0.8539325842696629,Georgia,1.1127883573308561
57,1995,Drama,3.3495830660679924,11105.453172559477,0.484617164006477,0.8539325842696629,Home for the Holidays,3.4835113794705057
62,1995,Drama,3.7906976744186047,13338.51202175214,0.484617164006477,0.8539325842696629,Mr. Holland's Opus,2.37072302213965
63,1996,Comedy|Crime,3.1169024571854056,16161.209224902397,0.1875433726578765,0.8651685393258427,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,0.628967332404397
65,1996,Comedy,2.4820061255742725,16407.79681078936,0.3809854267869535,0.8651685393258427,Bio-Dome,0.628967332404397
66,1996,Action|Sci-Fi|Thriller,2.179183135704875,12964.697625990995,0.09473873596011,0.8651685393258427,Lawnmower Man 2: Beyond Cyberspace,0.7257315373896888
67,1995,Drama,3.406779661016949,9075.63988645544,0.484617164006477,0.8539325842696629,Two Bits,0.8224957423749806
69,1995,Comedy,3.6686217008797652,21153.19102210043,0.3809854267869535,0.8539325842696629,Friday,1.354698869794086
70,1996,Action|Comedy|Horror|Thriller,3.3466779042000283,21593.674190823476,0.12664816099930604,0.8651685393258427,From Dusk Till Dawn,2.5642514321102334
71,1995,Action,2.377914110429448,12918.038609345675,0.16354383529956049,0.8539325842696629,Fair Game,1.6933735872426072
72,1995,Comedy|Drama,3.577247191011236,17637.4112198834,0.3246009715475364,0.8539325842696629,Kicking and Screaming,0.38705681994116736
74,1996,Drama|Romance,3.332116788321168,10531.50627831039,0.2503469812630118,0.8651685393258427,Bed of Roses,2.467487227124942
75,1996,Comedy|Drama,2.5492957746478875,12100.06108315781,0.3246009715475364,0.8651685393258427,Big Bully,1.6933735872426072
76,1995,Action|Sci-Fi|Thriller,3.0440038684719535,12586.761857496855,0.09473873596011,0.8539325842696629,Screamers,0.5805852299117511
81,1995,Crime|Drama|Romance,3.3132352941176473,13316.436775538945,0.17482715192638856,0.8539325842696629,Things to Do in Denver When You're Dead,1.838519894720545
83,1995,Drama,3.678391959798995,10665.94979485874,0.484617164006477,0.8539325842696629,Once Upon a Time... When We Were Colored,0.4354389224338133
85,1995,Drama|Romance,3.5242494226327943,12622.25491040563,0.2503469812630118,0.8539325842696629,Angels and Insects,0.9192599473602725
86,1996,Adventure|Drama,3.5040263543191803,12635.689809655025,0.22284871616932686,0.8651685393258427,White Squall,1.1611704598235022
88,1996,Comedy,3.148880597014925,15670.54615020692,0.3809854267869535,0.8651685393258427,Black Sheep,0.7257315373896889
89,1995,Action|Thriller,3.193629929221436,14853.070208192354,0.13020471894517693,0.8539325842696629,Nick of Time,2.467487227124942
91,1996,Drama|Horror|Thriller,2.909473684210526,12026.794419807362,0.16680802940344922,0.8651685393258427,Mary Reilly,1.838519894720545
92,1995,Comedy|Romance,2.604291845493562,13221.356084763043,0.2114850798056905,0.8539325842696629,Vampire in Brooklyn,1.3063167673014398
93,1996,Comedy|Drama|Romance,3.5629272215520706,13690.310531930569,0.2330171948492559,0.8651685393258427,Beautiful Girls,1.3546988697940858
94,1996,Action|Adventure|Thriller,3.1690214158239143,13612.256089789993,0.10152414732567404,0.8651685393258427,Broken Arrow,1.9836662021984828
95,1995,Comedy|Drama,3.69281045751634,9900.839504812757,0.3246009715475364,0.8539325842696629,In the Bleak Midwinter,0.33867471744852146
97,1994,Action|Thriller,2.5918367346938775,19409.115219456075,0.13020471894517693,0.8426966292134831,Shopping,0.8224957423749806
99,1996,Drama|Thriller,3.2390151515151517,9755.201740175422,0.2506072172102706,0.8651685393258427,City Hall,1.4998451772720236
100,1996,Adventure|Comedy|Crime|Romance,3.915992812219227,22271.256467315798,0.1238650821188989,0.8651685393258427,Bottle Rocket,0.9676420498529185
102,1996,Mystery|Sci-Fi|Thriller,3.299168975069252,9290.555515666314,0.06929344333924486,0.8651685393258427,Unforgettable,2.564251432110234
103,1996,Comedy,3.5242221346987,19821.04529071183,0.3809854267869535,0.8651685393258427,Happy Gilmore,1.3546988697940858
106,1996,Adventure|Children|Comedy|Musical,3.257513258691809,16040.01729789486,0.09227532963219987,0.8651685393258427,Muppet Treasure Island,2.9029261495587555
109,1995,Action|Drama|War,4.14937915894903,18321.162091490696,0.15447091782969644,0.8539325842696629,Braveheart,0.4354389224338133
110,1976,Crime|Drama|Thriller,4.20093276331131,19555.744631674115,0.17498136582106047,0.6404494382022472,Taxi Driver,0.7257315373896889
113,1995,Drama,3.653409090909091,17245.927513322662,0.484617164006477,0.8539325842696629,Margaret's Museum,1.3546988697940858
121,1992,Comedy|Romance,2.9009121061359866,12275.370534722213,0.2114850798056905,0.8202247191011236,Boomerang,1.3546988697940858
124,1996,Comedy,3.8031531531531533,15708.331202266974,0.3809854267869535,0.8651685393258427,Flirting With Disaster,1.5482272797646695
128,1996,Comedy|Romance,3.268292682926829,12941.969156851415,0.2114850798056905,0.8651685393258427,Pie in the Sky,2.854544047066109
134,1996,Comedy,3.043627031650984,12355.281800130959,0.3809854267869535,0.8651685393258427,Down Periscope,1.838519894720545
135,1995,Documentary,3.411764705882353,15608.4503106702,0.02960906777700671,0.8539325842696629,From the Journals of Jean Seberg,0.38705681994116736
144,1995,Action,3.3646754038402924,19801.82207000217,0.16354383529956049,0.8539325842696629,Bad Boys,0.7418589048872375
148,1994,Crime|Drama|Thriller,3.7004279600570613,12729.248878870754,0.17498136582106047,0.8426966292134831,Amateur,0.29029261495587555
150,1995,Action|Drama|Romance|War,3.5864019102676887,14121.729607531013,0.1372021744159149,0.8539325842696629,Rob Roy,2.419105124632296
152,1995,Action|Adventure|Comedy|Crime,2.974335092621339,13756.385430626495,0.12082899606754569,0.8539325842696629,Batman Forever,2.0320483046911284
153,1967,Drama,3.824900511654349,14126.477489492456,0.484617164006477,0.5393258426966292,Belle de jour,0.628967332404397
154,1995,Adventure|Drama|War,3.4267441860465118,11382.319397339268,0.14249363867684475,0.8539325842696629,Beyond Rangoon,1.8707746297156422
155,1995,Comedy|Drama,3.5336538461538463,11523.856716182732,0.3246009715475364,0.8539325842696629,Blue in the Face,0.5322031274191051
156,1995,Comedy|War,2.845079365079365,17054.703575181673,0.1604788341429563,0.8539325842696629,Canadian Bacon,1.7417556897352529
157,1995,Adventure|Children,3.0468417317246272,17228.22092525071,0.06054823039555864,0.8539325842696629,Casper,0.628967332404397
159,1995,Action|Adventure|Mystery|Sci-Fi,2.657397349554638,12716.36945224391,0.06270963451306963,0.8539325842696629,Congo,1.6449914847499614
160,1995,Drama|Thriller|War,3.782214280805443,11292.47057640965,0.15894312077518183,0.8539325842696629,Crimson Tide,2.1771946121690666
161,1994,Documentary,4.053626007224229,15839.776269906315,0.02960906777700671,0.8426966292134831,Crumb,0.29029261495587555
162,1995,Action|Romance|Thriller,3.533758117877711,19154.75102472058,0.11781941552933918,0.8539325842696629,Desperado,1.886901997213191
163,1995,Crime|Film-Noir|Mystery|Thriller,3.4755665722379603,13409.359874871574,0.05761334721258385,0.8539325842696629,Devil in a Blue Dress,2.4191051246322957
166,1995,Drama,3.1666666666666665,11021.003176015232,0.484617164006477,0.8539325842696629,Feast of July,0.9676420498529184
167,1995,Action|Drama|Romance,3.160674778761062,15780.723459212917,0.1846968411853908,0.8539325842696629,First Knight,1.4514630747793777
168,1995,Adventure|Children|Drama,2.3641873278236916,16478.931892231012,0.14357313593954815,0.8539325842696629,Free Willy 2: The Adventure Home,0.8224957423749806
170,1995,Comedy|Drama,3.631929046563193,12104.737035136826,0.3246009715475364,0.8539325842696629,Jeffrey,0.7741136398823347
171,1995,Action|Sci-Fi|Thriller,2.787501672688345,16530.807394493575,0.09473873596011,0.8539325842696629,Johnny Mnemonic,1.0160241523455644
172,1995,Action|Crime|Sci-Fi,2.6089379122128724,16194.035828832464,0.08039684375562238,0.8539325842696629,Judge Dredd,1.2579346648087941
173,1995,Comedy,2.5162509448223735,11780.415175990176,0.3809854267869535,0.8539325842696629,Jury Duty,1.1127883573308561
174,1995,Drama,3.5595054095826892,18725.74394140199,0.484617164006477,0.8539325842696629,Kids,0.38705681994116736
175,1995,Comedy,3.9231824417009604,15951.498101346551,0.3809854267869535,0.8539325842696629,Living in Oblivion,2.5158693296175882
176,1995,Horror,2.9143627781523938,11545.315454982923,0.0823502197547999,0.8539325842696629,Lord of Illusions,0.5160757599215564
177,1993,Comedy|Drama,3.450310559006211,10482.862843660774,0.3246009715475364,0.8314606741573034,Love & Human Remains,0.5805852299117511
178,1995,Drama|Romance,2.781523096129838,11879.957423292988,0.2503469812630118,0.8539325842696629,Mad Love,2.2739588171543583
179,1995,Comedy,3.6994320664045435,22769.971117786445,0.3809854267869535,0.8539325842696629,Mallrats,1.1127883573308563
180,1995,Action|Children,1.9616935483870968,13755.395068152045,0.08075988896599584,0.8539325842696629,Mighty Morphin Power Rangers: The Movie,0.29029261495587555
183,1994,Drama,3.1792452830188678,12976.937333366313,0.484617164006477,0.8426966292134831,Nadja,0.6773494348970429
185,1995,Comedy|Romance,2.967713787085515,14903.23567308818,0.2114850798056905,0.8539325842696629,Nine Months,2.854544047066109
186,1995,Comedy,3.4853195164075994,18625.719317253155,0.3809854267869535,0.8539325842696629,Party Girl,0.8224957423749807
188,1995,Comedy|Fantasy,2.9764150943396226,8349.64710982761,0.1623872310895212,0.8539325842696629,Reckless,1.354698869794086
189,1995,Thriller,3.634426229508197,19216.246157695736,0.18366874855424473,0.8539325842696629,Safe,1.7901377922278994
192,1995,Drama,2.329899435859701,15358.031410494528,0.484617164006477,0.8539325842696629,Showgirls,0.8224957423749807
193,1995,Comedy|Drama,3.9031113537117905,14145.899996769565,0.3246009715475364,0.8539325842696629,Smoke,2.2255767146617123
195,1995,Horror|Sci-Fi,2.9408671113391485,14576.833970563921,0.06054823039555864,0.8539325842696629,Species,2.999690354544047
197,1995,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,3.4700214132762315,16178.633063306284,0.10491364021898375,0.8539325842696629,Strange Days,2.515869329617588
200,1995,Drama,3.0416666666666665,11524.614673268408,0.484617164006477,0.8539325842696629,Three Wishes,1.0644062548382103
201,1995,Drama|Romance,2.9527896995708156,14645.138200318543,0.2503469812630118,0.8539325842696629,Total Eclipse,1.0644062548382103
203,1995,Action,3.0189017111022682,11561.243086991748,0.16354383529956049,0.8539325842696629,Under Siege 2: Dark Territory,0.532203127419105
204,1995,Comedy|Drama,3.5354691075514872,11545.836120549688,0.3246009715475364,0.8539325842696629,Unstrung Heroes,1.7417556897352533
207,1995,Action|Adventure|Sci-Fi,2.924296324034201,14990.129704854637,0.07828925386177295,0.8539325842696629,Waterworld,0.5805852299117511
214,1995,Drama|Romance,3.8532833020637898,19238.60073655455,0.2503469812630118,0.8539325842696629,Before Sunrise,0.6773494348970429
215,1995,Comedy,3.363109824014257,18757.733318750616,0.3809854267869535,0.8539325842696629,Billy Madison,1.209552562316148
217,1995,Comedy|Drama,3.3206782159970514,10354.759270971026,0.3246009715475364,0.8539325842696629,Boys on the Side,1.8869019972131909
220,1995,Drama|Romance,3.5619899973677285,12098.099246476191,0.2503469812630118,0.8539325842696629,Circle of Friends,1.5966093822573153
225,1994,Action|Thriller,3.10318820706205,9302.10626461226,0.13020471894517693,0.8426966292134831,Drop Zone,1.0160241523455644
227,1994,Drama|Thriller,3.588657105606258,12154.398031851128,0.2506072172102706,0.8426966292134831,Death and the Maiden,1.5482272797646695
228,1995,Drama|Thriller,3.6341792050303168,12637.32270078806,0.2506072172102706,0.8539325842696629,Dolores Claiborne,2.7093977395881716
229,1994,Comedy,3.0194947061789255,16642.51599592005,0.3809854267869535,0.8426966292134831,Dumb & Dumber,1.257934664808794
231,1994,Drama,3.550536672629696,12903.796642960848,0.484617164006477,0.8426966292134831,Exotica,0.48382102492645923
232,1994,Comedy,2.677480916030534,9458.164045919473,0.3809854267869535,0.8426966292134831,Exit to Eden,1.9352840997058371
233,1994,Comedy|Drama,3.721606079277059,16097.721513668412,0.3246009715475364,0.8426966292134831,Ed Wood,1.5482272797646695
235,1995,Comedy|Romance,3.2538158542589857,10113.923914529401,0.2114850798056905,0.8539325842696629,Forget Paris,1.7417556897352529
238,1995,Thriller,2.938181818181818,9983.015871761912,0.18366874855424473,0.8539325842696629,Hideaway,1.5482272797646695
244,1994,Documentary,4.094594594594595,14251.642225695994,0.02960906777700671,0.8426966292134831,Hoop Dreams,0.29029261495587555
245,1994,Crime|Drama|Fantasy|Romance|Thriller,3.9239651416122006,17556.201333507153,0.12269257460097154,0.8426966292134831,Heavenly Creatures,0.8708778448676265
247,1994,Drama|Romance,3.719795983423653,12835.836665933035,0.2503469812630118,0.8426966292134831,Immortal Beloved,1.5966093822573155
250,1994,Comedy|Romance,3.2689954925949776,11861.797450653736,0.2114850798056905,0.8426966292134831,I.Q.,2.419105124632296
251,1994,Drama|Horror,3.5378051818634777,14570.378564153656,0.21261276891047884,0.8426966292134831,Interview with the Vampire: The Vampire Chronicles,1.403080972286732
254,1994,Comedy|Sci-Fi,2.8675066819396715,13670.237600578597,0.17253643303261626,0.8426966292134831,Junior,1.935284099705837
255,1995,Mystery|Thriller,3.44969450101833,9212.142976269737,0.08726578764746704,0.8539325842696629,Just Cause,1.6449914847499612
257,1995,Crime|Drama|Thriller,3.117693522906793,10295.648744557351,0.17498136582106047,0.8539325842696629,Kiss of Death,1.9352840997058367
259,1994,Drama,3.710291392959407,13259.725343862847,0.484617164006477,0.8426966292134831,Little Women,1.741755689735253
261,1994,Drama,3.685823754789272,11804.944095171568,0.484617164006477,0.8426966292134831,Ladybird Ladybird,0.29029261495587555
264,1994,Drama|Romance|War|Western,3.545100778287767,13469.25387176585,0.11555198935924127,0.8426966292134831,Legends of the Fall,2.1288125096764206
268,1994,Drama|Romance,3.1686746987951806,10045.533156843123,0.2503469812630118,0.8426966292134831,Love Affair,1.2095525623161478
269,1995,Drama,3.3514150943396226,10391.4701271849,0.484617164006477,0.8539325842696629,Losing Isaiah,2.2255767146617123
273,1994,Comedy,2.778787878787879,11176.715489003718,0.3809854267869535,0.8426966292134831,Mixed Nuts,1.5966093822573155
274,1994,Comedy|Romance,3.018378063010502,10462.407126474134,0.2114850798056905,0.8426966292134831,Milk Money,2.128812509676421
275,1994,Drama,3.542372881355932,13224.47784180912,0.484617164006477,0.8426966292134831,Miracle on 34th Street,2.1771946121690666
277,1995,Drama,3.713101160862355,9146.003029457388,0.484617164006477,0.8539325842696629,My Family,0.628967332404397
278,1995,Drama|Thriller,3.734394506866417,10632.300641439982,0.2506072172102706,0.8539325842696629,Murder in the First,2.7093977395881716
279,1994,Comedy|Drama|Romance,3.6829073482428116,10412.12378793051,0.2330171948492559,0.8426966292134831,Nobody's Fool,1.6933735872426072
280,1994,Drama,3.4798624050451483,12231.962466645755,0.484617164006477,0.8426966292134831,Nell,1.5966093822573155
286,1994,Action|Crime|Thriller,3.254924350556666,14265.36311143363,0.10363173721952347,0.8426966292134831,Natural Born Killers,3.354492439490117
287,1994,Comedy|Romance,3.364635364635365,10819.412934897297,0.2114850798056905,0.8426966292134831,Only You,3.048072457036693
288,1994,Crime|Drama,4.086378737541528,17322.495838076346,0.22640527411519779,0.8426966292134831,Once Were Warriors,0.6773494348970429
289,1996,Drama|Thriller,2.2977099236641223,14197.33423496258,0.2506072172102706,0.8651685393258427,Poison Ivy II,1.1127883573308561
290,1995,Action|Drama|Sci-Fi|Thriller,3.466625194401244,12621.1702124473,0.14233460559796438,0.8539325842696629,Outbreak,3.193218764514631
297,1994,Drama,3.7634976525821595,12175.87938604879,0.484617164006477,0.8426966292134831,Priest,1.2579346648087937
298,1994,Drama,3.7093352192362095,11790.80326544286,0.484617164006477,0.8426966292134831,Quiz Show,1.354698869794086
310,1995,Comedy,2.6137689614935824,11911.370457925526,0.3809854267869535,0.8539325842696629,Stuart Saves His Family,0.9676420498529184
314,1994,Action|Adventure|Sci-Fi,3.4031704095112287,13921.037338986636,0.07828925386177295,0.8426966292134831,Stargate,1.209552562316148
317,1994,Comedy|Drama|Thriller,3.8656376518218623,15217.599804854623,0.2331714087439278,0.8426966292134831,Shallow Grave,0.8708778448676265
318,1993,Film-Noir|Thriller,3.2439024390243905,14365.779159919515,0.07520818875780708,0.8314606741573034,Suture,1.209552562316148
324,1995,Action|Comedy|Musical|Sci-Fi,2.8972691807542263,17235.753653993943,0.10496183206106871,0.8539325842696629,Tank Girl,1.1611704598235022
326,1994,Action|Adventure|Drama|Sci-Fi,3.3773118080039586,12297.856341039565,0.13076856349757113,0.8426966292134831,Star Trek: Generations,1.7417556897352533
329,1995,Horror|Sci-Fi,2.786923076923077,13527.98841680653,0.06054823039555864,0.8539325842696629,Village of the Damned,1.1127883573308561
330,1995,Comedy,3.417194268577141,15127.95795392858,0.3809854267869535,0.8539325842696629,Tommy Boy,1.1611704598235022
331,1994,Drama,3.8072519083969465,13192.741721285049,0.484617164006477,0.8426966292134831,Vanya on 42nd Street,0.4354389224338133
334,1993,Drama,3.837085708764132,16853.7625315844,0.484617164006477,0.8314606741573034,What's Eating Gilbert Grape,2.1771946121690666
335,1995,Action|Sci-Fi|Thriller,3.0173190162798753,12102.527973917066,0.09473873596011,0.8539325842696629,Virtuosity,1.257934664808794
336,1995,Comedy|Romance,3.552218862085941,11920.251600995942,0.2114850798056905,0.8539325842696629,While You Were Sleeping,1.8869019972131909
339,1994,Comedy,3.6266014106808693,17069.928954128398,0.3809854267869535,0.8426966292134831,Muriel's Wedding,0.9676420498529184
341,1994,Comedy,3.0569620253164556,15980.41552221287,0.3809854267869535,0.8426966292134831,Ace Ventura: Pet Detective,1.1611704598235022
344,1992,Drama|Film-Noir,3.407142857142857,12599.892961104286,0.18806384455239417,0.8202247191011236,Bitter Moon,1.7417556897352533
345,1994,Comedy,3.7470449172576834,12776.82820076683,0.3809854267869535,0.8426966292134831,Bullets Over Broadway,2.6126335346028795
346,1994,Action|Adventure|Thriller,3.7091176952037976,11952.09893490877,0.10152414732567404,0.8426966292134831,Clear and Present Danger,2.2255767146617123
348,1994,Comedy|Drama|Romance,3.3377020532983837,12952.886855839319,0.2330171948492559,0.8426966292134831,"Corrina, Corrina",0.4354389224338133
349,1994,Comedy,3.2868852459016393,12838.484156236505,0.3809854267869535,0.8426966292134831,Crooklyn,1.7417556897352533
351,1994,Drama,3.217171717171717,11506.394848380802,0.484617164006477,0.8426966292134831,Cobb,1.4514630747793775
353,1994,Comedy|Drama|Romance|War,4.084424064776388,18632.49206051892,0.17117742308582004,0.8426966292134831,Forrest Gump,0.7741136398823347
354,1994,Comedy|Romance,3.7300732312534044,15647.842061159196,0.2114850798056905,0.8426966292134831,Four Weddings and a Funeral,0.7741136398823346
355,1995,Drama,3.278409090909091,13850.929443619169,0.484617164006477,0.8539325842696629,Higher Learning,1.1127883573308561
358,1994,Comedy|Drama|Romance,3.372350831431366,13160.670884198038,0.2330171948492559,0.8426966292134831,It Could Happen to You,1.5482272797646695
362,1993,Drama,3.2017467248908296,12742.214840864268,0.484617164006477,0.8314606741573034,Little Buddha,0.5805852299117511
365,1994,Adventure|Comedy|Western,3.476761039713982,16681.625202323,0.11458092374122908,0.8426966292134831,Maverick,1.3546988697940858
366,1994,Drama,3.3417218543046356,12637.998710348773,0.484617164006477,0.8426966292134831,Mrs. Parker and the Vicious Circle,1.6933735872426072
367,1994,Action|Comedy,3.062119366626066,18487.72301930354,0.20419847328244276,0.8426966292134831,Naked Gun 33 1/3: The Final Insult,1.209552562316148
369,1994,Comedy|Drama|Romance,3.302510190946149,16935.827691809387,0.2330171948492559,0.8426966292134831,Reality Bites,1.6449914847499612
376,1994,Action|Sci-Fi|Thriller,2.8216899534264805,20663.5330478974,0.09473873596011,0.8426966292134831,Timecop,0.8224957423749807
377,1994,Action|Adventure|Comedy|Romance|Thriller,3.5618375950514163,15057.813172211025,0.12249826509368493,0.8426966292134831,True Lies,1.886901997213191
378,1994,Drama,3.44819439757003,11420.60794784709,0.484617164006477,0.8426966292134831,When a Man Loves a Woman,1.30631676730144
379,1994,Drama|Horror|Romance|Thriller,3.090260545905707,15287.596216002883,0.1458767059912098,0.8426966292134831,Wolf,2.37072302213965
380,1994,Western,3.2342105263157896,13532.939313137935,0.02498265093684941,0.8426966292134831,Wyatt Earp,2.564251432110234
390,1994,Action|Adventure|Fantasy,1.9962264150943396,24376.288114302977,0.07227491196956846,0.8426966292134831,Street Fighter,0.6773494348970428
391,1995,Comedy,3.48,22185.679347005025,0.3809854267869535,0.8539325842696629,Coldblooded,1.693373587242607
407,1993,Comedy,3.027173913043478,12683.071436807151,0.3809854267869535,0.8314606741573034,Addams Family Values,2.9996903545440468
410,1994,Comedy,2.8344086021505377,15974.064257211816,0.3809854267869535,0.8426966292134831,Airheads,1.6933735872426072
412,1993,Comedy|Thriller,2.8583499005964215,11245.924840599628,0.21174531575294936,0.8314606741573034,Another Stakeout,1.3546988697940858
413,1994,Western,2.7444543034605147,11627.954388003955,0.02498265093684941,0.8426966292134831,Bad Girls,2.467487227124942
414,1994,Comedy|Romance,3.515122873345936,11729.293266593395,0.2114850798056905,0.8426966292134831,Barcelona,0.7741136398823347
417,1994,Action|Comedy|Crime|Thriller,2.813302346170872,13335.356082448825,0.13239503816793893,0.8426966292134831,Beverly Hills Cop III,0.8708778448676265
418,1994,Adventure|Children,3.3206106870229006,12312.016304829554,0.06054823039555864,0.8426966292134831,Black Beauty,1.886901997213191
420,1994,Action|Thriller,3.06816584680253,17812.028355214985,0.13020471894517693,0.8426966292134831,Blown Away,1.741755689735253
422,1994,Drama|Romance,3.535211267605634,16184.167748437436,0.2503469812630118,0.8426966292134831,Blue Sky,1.8869019972131909
423,1993,Horror|Sci-Fi|Thriller,3.1376709099481377,13033.889537287574,0.07669571028349653,0.8314606741573034,Body Snatchers,0.9192599473602725
424,1993,Drama|Mystery|Romance|Thriller,2.5575424117377348,11359.835438941194,0.14067198704603284,0.8314606741573034,Boxing Helena,1.8385198947205452
428,1993,Crime|Drama,3.7578522920203734,17315.435267433775,0.22640527411519779,0.8314606741573034,Carlito's Way,1.7417556897352529
429,1994,Adventure|Comedy|Western,2.7978776529338325,14066.956445911848,0.11458092374122908,0.8426966292134831,City Slickers II: The Legend of Curly's Gold,2.2255767146617127
431,1993,Action|Adventure|Thriller,3.122367298733679,12766.595336134507,0.10152414732567404,0.8314606741573034,Cliffhanger,1.0160241523455644
432,1993,Comedy|Sci-Fi,2.660259490629505,14247.74577537892,0.17253643303261626,0.8314606741573034,Coneheads,1.403080972286732
