movieid,year,genres,timestamp,rating,genre_tfidf,year_norm,actor_tfidf,moviename,label
24,1995,Drama|Sci-Fi,17639.1003836,3.28890799656,0.21139833449,0.85393258427,2.03204830469,Powder,1
25,1995,Drama|Romance,13884.1046934,3.72683851403,0.250346981263,0.85393258427,1.49984517727,Leaving Las Vegas,1
26,1995,Drama,12700.3783259,3.70017231476,0.484617164006,0.85393258427,1.45146307478,Othello,0
31,1995,Drama,14721.9557895,3.34056399132,0.484617164006,0.85393258427,1.54822727976,Dangerous Minds,0
35,1995,Drama|Romance,10715.0776351,3.49378881988,0.250346981263,0.85393258427,1.11278835733,Carrington,0
36,1995,Crime|Drama,13831.7013694,3.99921191583,0.226405274115,0.85393258427,2.51586932962,Dead Man Walking,0
38,1995,Comedy,15023.4388727,2.88178913738,0.380985426787,0.85393258427,0.822495742375,It Takes Two,1
39,1995,Comedy|Romance,16081.9119636,3.4887125903,0.211485079806,0.85393258427,1.54822727976,Clueless,1
40,1995,Drama,11035.3642087,3.64487632509,0.484617164006,0.85393258427,0.999896784848,"Cry, the Beloved Country",0
41,1995,Drama|War,12075.2161471,3.88996980879,0.1993407356,0.85393258427,3.72542189193,Richard III,0
42,1995,Action|Crime|Drama,15269.2977094,3.07756948933,0.170509162876,0.85393258427,1.06440625484,Dead Presidents,1
43,1995,Drama,11528.1325844,3.47484662577,0.484617164006,0.85393258427,2.6610156371,Restoration,1
44,1995,Action|Adventure|Fantasy,17201.7315706,2.76831317204,0.0722749119696,0.85393258427,0.774113639882,Mortal Kombat,0
45,1995,Comedy|Drama|Thriller,14252.2163308,3.4271054494,0.233171408744,0.85393258427,1.49984517727,To Die For,0
46,1995,Drama|Romance,12624.4244554,3.2962962963,0.250346981263,0.85393258427,0.870877844868,How to Make an American Quilt,1
48,1995,Animation|Children|Musical|Romance,18557.3795257,3.00875153836,0.048215938006,0.85393258427,0.822495742375,Pocahontas,1
49,1995,Drama|Romance,18635.3970907,3.70921985816,0.250346981263,0.85393258427,0.435438922434,When Night Is Falling,1
52,1995,Comedy|Drama|Romance,12954.311149,3.58365890946,0.233017194849,0.85393258427,0.290292614956,Mighty Aphrodite,0
53,1994,Adventure|Drama,15177.6022316,3.74725274725,0.222848716169,0.842696629213,0.290292614956,Lamerica,0
55,1995,Drama,10273.4814875,3.23285486443,0.484617164006,0.85393258427,1.11278835733,Georgia,0
57,1995,Drama,11105.4531726,3.34958306607,0.484617164006,0.85393258427,3.48351137947,Home for the Holidays,1
62,1995,Drama,13338.5120218,3.79069767442,0.484617164006,0.85393258427,2.37072302214,Mr. Holland's Opus,0
63,1996,Comedy|Crime,16161.2092249,3.11690245719,0.187543372658,0.865168539326,0.628967332404,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,0
65,1996,Comedy,16407.7968108,2.48200612557,0.380985426787,0.865168539326,0.628967332404,Bio-Dome,1
66,1996,Action|Sci-Fi|Thriller,12964.697626,2.1791831357,0.0947387359601,0.865168539326,0.72573153739,Lawnmower Man 2: Beyond Cyberspace,0
67,1995,Drama,9075.63988646,3.40677966102,0.484617164006,0.85393258427,0.822495742375,Two Bits,0
69,1995,Comedy,21153.1910221,3.66862170088,0.380985426787,0.85393258427,1.35469886979,Friday,0
70,1996,Action|Comedy|Horror|Thriller,21593.6741908,3.3466779042,0.126648160999,0.865168539326,2.56425143211,From Dusk Till Dawn,1
71,1995,Action,12918.0386093,2.37791411043,0.1635438353,0.85393258427,1.69337358724,Fair Game,0
72,1995,Comedy|Drama,17637.4112199,3.57724719101,0.324600971548,0.85393258427,0.387056819941,Kicking and Screaming,0
74,1996,Drama|Romance,10531.5062783,3.33211678832,0.250346981263,0.865168539326,2.46748722712,Bed of Roses,1
75,1996,Comedy|Drama,12100.0610832,2.54929577465,0.324600971548,0.865168539326,1.69337358724,Big Bully,0
76,1995,Action|Sci-Fi|Thriller,12586.7618575,3.04400386847,0.0947387359601,0.85393258427,0.580585229912,Screamers,1
81,1995,Crime|Drama|Romance,13316.4367755,3.31323529412,0.174827151926,0.85393258427,1.83851989472,Things to Do in Denver When You're Dead,1
83,1995,Drama,10665.9497949,3.6783919598,0.484617164006,0.85393258427,0.435438922434,Once Upon a Time... When We Were Colored,0
85,1995,Drama|Romance,12622.2549104,3.52424942263,0.250346981263,0.85393258427,0.91925994736,Angels and Insects,1
86,1996,Adventure|Drama,12635.6898097,3.50402635432,0.222848716169,0.865168539326,1.16117045982,White Squall,0
88,1996,Comedy,15670.5461502,3.14888059701,0.380985426787,0.865168539326,0.72573153739,Black Sheep,0
89,1995,Action|Thriller,14853.0702082,3.19362992922,0.130204718945,0.85393258427,2.46748722712,Nick of Time,1
91,1996,Drama|Horror|Thriller,12026.7944198,2.90947368421,0.166808029403,0.865168539326,1.83851989472,Mary Reilly,0
92,1995,Comedy|Romance,13221.3560848,2.60429184549,0.211485079806,0.85393258427,1.3063167673,Vampire in Brooklyn,0
93,1996,Comedy|Drama|Romance,13690.3105319,3.56292722155,0.233017194849,0.865168539326,1.35469886979,Beautiful Girls,0
94,1996,Action|Adventure|Thriller,13612.2560898,3.16902141582,0.101524147326,0.865168539326,1.9836662022,Broken Arrow,1
95,1995,Comedy|Drama,9900.83950481,3.69281045752,0.324600971548,0.85393258427,0.338674717449,In the Bleak Midwinter,1
97,1994,Action|Thriller,19409.1152195,2.59183673469,0.130204718945,0.842696629213,0.822495742375,Shopping,0
99,1996,Drama|Thriller,9755.20174018,3.23901515152,0.25060721721,0.865168539326,1.49984517727,City Hall,1
100,1996,Adventure|Comedy|Crime|Romance,22271.2564673,3.91599281222,0.123865082119,0.865168539326,0.967642049853,Bottle Rocket,0
102,1996,Mystery|Sci-Fi|Thriller,9290.55551567,3.29916897507,0.0692934433392,0.865168539326,2.56425143211,Unforgettable,0
103,1996,Comedy,19821.0452907,3.5242221347,0.380985426787,0.865168539326,1.35469886979,Happy Gilmore,0
106,1996,Adventure|Children|Comedy|Musical,16040.0172979,3.25751325869,0.0922753296322,0.865168539326,2.90292614956,Muppet Treasure Island,0
109,1995,Action|Drama|War,18321.1620915,4.14937915895,0.15447091783,0.85393258427,0.435438922434,Braveheart,1
110,1976,Crime|Drama|Thriller,19555.7446317,4.20093276331,0.174981365821,0.640449438202,0.72573153739,Taxi Driver,1
113,1995,Drama,17245.9275133,3.65340909091,0.484617164006,0.85393258427,1.35469886979,Margaret's Museum,1
121,1992,Comedy|Romance,12275.3705347,2.90091210614,0.211485079806,0.820224719101,1.35469886979,Boomerang,0
124,1996,Comedy,15708.3312023,3.80315315315,0.380985426787,0.865168539326,1.54822727976,Flirting With Disaster,1
128,1996,Comedy|Romance,12941.9691569,3.26829268293,0.211485079806,0.865168539326,2.85454404707,Pie in the Sky,1
134,1996,Comedy,12355.2818001,3.04362703165,0.380985426787,0.865168539326,1.83851989472,Down Periscope,1
135,1995,Documentary,15608.4503107,3.41176470588,0.029609067777,0.85393258427,0.387056819941,From the Journals of Jean Seberg,0
144,1995,Action,19801.82207,3.36467540384,0.1635438353,0.85393258427,0.741858904887,Bad Boys,1
148,1994,Crime|Drama|Thriller,12729.2488789,3.70042796006,0.174981365821,0.842696629213,0.290292614956,Amateur,1
150,1995,Action|Drama|Romance|War,14121.7296075,3.58640191027,0.137202174416,0.85393258427,2.41910512463,Rob Roy,1
152,1995,Action|Adventure|Comedy|Crime,13756.3854306,2.97433509262,0.120828996068,0.85393258427,2.03204830469,Batman Forever,0
153,1967,Drama,14126.4774895,3.82490051165,0.484617164006,0.539325842697,0.628967332404,Belle de jour,1
154,1995,Adventure|Drama|War,11382.3193973,3.42674418605,0.142493638677,0.85393258427,1.87077462972,Beyond Rangoon,1
155,1995,Comedy|Drama,11523.8567162,3.53365384615,0.324600971548,0.85393258427,0.532203127419,Blue in the Face,1
156,1995,Comedy|War,17054.7035752,2.84507936508,0.160478834143,0.85393258427,1.74175568974,Canadian Bacon,0
157,1995,Adventure|Children,17228.2209253,3.04684173172,0.0605482303956,0.85393258427,0.628967332404,Casper,0
159,1995,Action|Adventure|Mystery|Sci-Fi,12716.3694522,2.65739734955,0.0627096345131,0.85393258427,1.64499148475,Congo,0
160,1995,Drama|Thriller|War,11292.4705764,3.78221428081,0.158943120775,0.85393258427,2.17719461217,Crimson Tide,0
161,1994,Documentary,15839.7762699,4.05362600722,0.029609067777,0.842696629213,0.290292614956,Crumb,0
162,1995,Action|Romance|Thriller,19154.7510247,3.53375811788,0.117819415529,0.85393258427,1.88690199721,Desperado,0
163,1995,Crime|Film-Noir|Mystery|Thriller,13409.3598749,3.47556657224,0.0576133472126,0.85393258427,2.41910512463,Devil in a Blue Dress,0
166,1995,Drama,11021.003176,3.16666666667,0.484617164006,0.85393258427,0.967642049853,Feast of July,1
167,1995,Action|Drama|Romance,15780.7234592,3.16067477876,0.184696841185,0.85393258427,1.45146307478,First Knight,0
168,1995,Adventure|Children|Drama,16478.9318922,2.36418732782,0.14357313594,0.85393258427,0.822495742375,Free Willy 2: The Adventure Home,1
170,1995,Comedy|Drama,12104.7370351,3.63192904656,0.324600971548,0.85393258427,0.774113639882,Jeffrey,1
171,1995,Action|Sci-Fi|Thriller,16530.8073945,2.78750167269,0.0947387359601,0.85393258427,1.01602415235,Johnny Mnemonic,1
172,1995,Action|Crime|Sci-Fi,16194.0358288,2.60893791221,0.0803968437556,0.85393258427,1.25793466481,Judge Dredd,0
173,1995,Comedy,11780.415176,2.51625094482,0.380985426787,0.85393258427,1.11278835733,Jury Duty,0
174,1995,Drama,18725.7439414,3.55950540958,0.484617164006,0.85393258427,0.387056819941,Kids,0
175,1995,Comedy,15951.4981013,3.9231824417,0.380985426787,0.85393258427,2.51586932962,Living in Oblivion,1
176,1995,Horror,11545.315455,2.91436277815,0.0823502197548,0.85393258427,0.516075759922,Lord of Illusions,0
177,1993,Comedy|Drama,10482.8628437,3.45031055901,0.324600971548,0.831460674157,0.580585229912,Love & Human Remains,0
178,1995,Drama|Romance,11879.9574233,2.78152309613,0.250346981263,0.85393258427,2.27395881715,Mad Love,0
179,1995,Comedy,22769.9711178,3.6994320664,0.380985426787,0.85393258427,1.11278835733,Mallrats,1
180,1995,Action|Children,13755.3950682,1.96169354839,0.080759888966,0.85393258427,0.290292614956,Mighty Morphin Power Rangers: The Movie,1
183,1994,Drama,12976.9373334,3.17924528302,0.484617164006,0.842696629213,0.677349434897,Nadja,1
185,1995,Comedy|Romance,14903.2356731,2.96771378709,0.211485079806,0.85393258427,2.85454404707,Nine Months,1
186,1995,Comedy,18625.7193173,3.48531951641,0.380985426787,0.85393258427,0.822495742375,Party Girl,1
188,1995,Comedy|Fantasy,8349.64710983,2.97641509434,0.16238723109,0.85393258427,1.35469886979,Reckless,0
189,1995,Thriller,19216.2461577,3.63442622951,0.183668748554,0.85393258427,1.79013779223,Safe,0
192,1995,Drama,15358.0314105,2.32989943586,0.484617164006,0.85393258427,0.822495742375,Showgirls,1
193,1995,Comedy|Drama,14145.8999968,3.90311135371,0.324600971548,0.85393258427,2.22557671466,Smoke,0
195,1995,Horror|Sci-Fi,14576.8339706,2.94086711134,0.0605482303956,0.85393258427,2.99969035454,Species,0
197,1995,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,16178.6330633,3.47002141328,0.104913640219,0.85393258427,2.51586932962,Strange Days,1
200,1995,Drama,11524.6146733,3.04166666667,0.484617164006,0.85393258427,1.06440625484,Three Wishes,1
201,1995,Drama|Romance,14645.1382003,2.95278969957,0.250346981263,0.85393258427,1.06440625484,Total Eclipse,0
203,1995,Action,11561.243087,3.0189017111,0.1635438353,0.85393258427,0.532203127419,Under Siege 2: Dark Territory,1
204,1995,Comedy|Drama,11545.8361205,3.53546910755,0.324600971548,0.85393258427,1.74175568974,Unstrung Heroes,1
207,1995,Action|Adventure|Sci-Fi,14990.1297049,2.92429632403,0.0782892538618,0.85393258427,0.580585229912,Waterworld,1
214,1995,Drama|Romance,19238.6007366,3.85328330206,0.250346981263,0.85393258427,0.677349434897,Before Sunrise,0
215,1995,Comedy,18757.7333188,3.36310982401,0.380985426787,0.85393258427,1.20955256232,Billy Madison,0
217,1995,Comedy|Drama,10354.759271,3.320678216,0.324600971548,0.85393258427,1.88690199721,Boys on the Side,0
220,1995,Drama|Romance,12098.0992465,3.56198999737,0.250346981263,0.85393258427,1.59660938226,Circle of Friends,0
225,1994,Action|Thriller,9302.10626461,3.10318820706,0.130204718945,0.842696629213,1.01602415235,Drop Zone,1
227,1994,Drama|Thriller,12154.3980319,3.58865710561,0.25060721721,0.842696629213,1.54822727976,Death and the Maiden,1
228,1995,Drama|Thriller,12637.3227008,3.63417920503,0.25060721721,0.85393258427,2.70939773959,Dolores Claiborne,1
229,1994,Comedy,16642.5159959,3.01949470618,0.380985426787,0.842696629213,1.25793466481,Dumb & Dumber,1
231,1994,Drama,12903.796643,3.55053667263,0.484617164006,0.842696629213,0.483821024926,Exotica,1
232,1994,Comedy,9458.16404592,2.67748091603,0.380985426787,0.842696629213,1.93528409971,Exit to Eden,1
233,1994,Comedy|Drama,16097.7215137,3.72160607928,0.324600971548,0.842696629213,1.54822727976,Ed Wood,0
235,1995,Comedy|Romance,10113.9239145,3.25381585426,0.211485079806,0.85393258427,1.74175568974,Forget Paris,0
238,1995,Thriller,9983.01587176,2.93818181818,0.183668748554,0.85393258427,1.54822727976,Hideaway,0
244,1994,Documentary,14251.6422257,4.09459459459,0.029609067777,0.842696629213,0.290292614956,Hoop Dreams,0
245,1994,Crime|Drama|Fantasy|Romance|Thriller,17556.2013335,3.92396514161,0.122692574601,0.842696629213,0.870877844868,Heavenly Creatures,1
247,1994,Drama|Romance,12835.8366659,3.71979598342,0.250346981263,0.842696629213,1.59660938226,Immortal Beloved,0
250,1994,Comedy|Romance,11861.7974507,3.26899549259,0.211485079806,0.842696629213,2.41910512463,I.Q.,0
251,1994,Drama|Horror,14570.3785642,3.53780518186,0.21261276891,0.842696629213,1.40308097229,Interview with the Vampire: The Vampire Chronicles,1
254,1994,Comedy|Sci-Fi,13670.2376006,2.86750668194,0.172536433033,0.842696629213,1.93528409971,Junior,0
255,1995,Mystery|Thriller,9212.14297627,3.44969450102,0.0872657876475,0.85393258427,1.64499148475,Just Cause,0
257,1995,Crime|Drama|Thriller,10295.6487446,3.11769352291,0.174981365821,0.85393258427,1.93528409971,Kiss of Death,1
259,1994,Drama,13259.7253439,3.71029139296,0.484617164006,0.842696629213,1.74175568974,Little Women,1
261,1994,Drama,11804.9440952,3.68582375479,0.484617164006,0.842696629213,0.290292614956,Ladybird Ladybird,1
264,1994,Drama|Romance|War|Western,13469.2538718,3.54510077829,0.115551989359,0.842696629213,2.12881250968,Legends of the Fall,0
268,1994,Drama|Romance,10045.5331568,3.1686746988,0.250346981263,0.842696629213,1.20955256232,Love Affair,1
269,1995,Drama,10391.4701272,3.35141509434,0.484617164006,0.85393258427,2.22557671466,Losing Isaiah,0
273,1994,Comedy,11176.715489,2.77878787879,0.380985426787,0.842696629213,1.59660938226,Mixed Nuts,1
274,1994,Comedy|Romance,10462.4071265,3.01837806301,0.211485079806,0.842696629213,2.12881250968,Milk Money,0
275,1994,Drama,13224.4778418,3.54237288136,0.484617164006,0.842696629213,2.17719461217,Miracle on 34th Street,0
277,1995,Drama,9146.00302946,3.71310116086,0.484617164006,0.85393258427,0.628967332404,My Family,0
278,1995,Drama|Thriller,10632.3006414,3.73439450687,0.25060721721,0.85393258427,2.70939773959,Murder in the First,0
279,1994,Comedy|Drama|Romance,10412.1237879,3.68290734824,0.233017194849,0.842696629213,1.69337358724,Nobody's Fool,0
280,1994,Drama,12231.9624666,3.47986240505,0.484617164006,0.842696629213,1.59660938226,Nell,0
286,1994,Action|Crime|Thriller,14265.3631114,3.25492435056,0.10363173722,0.842696629213,3.35449243949,Natural Born Killers,1
287,1994,Comedy|Romance,10819.4129349,3.36463536464,0.211485079806,0.842696629213,3.04807245704,Only You,1
288,1994,Crime|Drama,17322.4958381,4.08637873754,0.226405274115,0.842696629213,0.677349434897,Once Were Warriors,0
289,1996,Drama|Thriller,14197.334235,2.29770992366,0.25060721721,0.865168539326,1.11278835733,Poison Ivy II,1
290,1995,Action|Drama|Sci-Fi|Thriller,12621.1702124,3.4666251944,0.142334605598,0.85393258427,3.19321876451,Outbreak,0
297,1994,Drama,12175.879386,3.76349765258,0.484617164006,0.842696629213,1.25793466481,Priest,0
298,1994,Drama,11790.8032654,3.70933521924,0.484617164006,0.842696629213,1.35469886979,Quiz Show,0
310,1995,Comedy,11911.3704579,2.61376896149,0.380985426787,0.85393258427,0.967642049853,Stuart Saves His Family,0
314,1994,Action|Adventure|Sci-Fi,13921.037339,3.40317040951,0.0782892538618,0.842696629213,1.20955256232,Stargate,0
317,1994,Comedy|Drama|Thriller,15217.5998049,3.86563765182,0.233171408744,0.842696629213,0.870877844868,Shallow Grave,1
318,1993,Film-Noir|Thriller,14365.7791599,3.24390243902,0.0752081887578,0.831460674157,1.20955256232,Suture,1
324,1995,Action|Comedy|Musical|Sci-Fi,17235.753654,2.89726918075,0.104961832061,0.85393258427,1.16117045982,Tank Girl,0
326,1994,Action|Adventure|Drama|Sci-Fi,12297.856341,3.377311808,0.130768563498,0.842696629213,1.74175568974,Star Trek: Generations,0
329,1995,Horror|Sci-Fi,13527.9884168,2.78692307692,0.0605482303956,0.85393258427,1.11278835733,Village of the Damned,0
330,1995,Comedy,15127.9579539,3.41719426858,0.380985426787,0.85393258427,1.16117045982,Tommy Boy,1
331,1994,Drama,13192.7417213,3.8072519084,0.484617164006,0.842696629213,0.435438922434,Vanya on 42nd Street,0
334,1993,Drama,16853.7625316,3.83708570876,0.484617164006,0.831460674157,2.17719461217,What's Eating Gilbert Grape,0
335,1995,Action|Sci-Fi|Thriller,12102.5279739,3.01731901628,0.0947387359601,0.85393258427,1.25793466481,Virtuosity,0
336,1995,Comedy|Romance,11920.251601,3.55221886209,0.211485079806,0.85393258427,1.88690199721,While You Were Sleeping,1
339,1994,Comedy,17069.9289541,3.62660141068,0.380985426787,0.842696629213,0.967642049853,Muriel's Wedding,0
341,1994,Comedy,15980.4155222,3.05696202532,0.380985426787,0.842696629213,1.16117045982,Ace Ventura: Pet Detective,1
344,1992,Drama|Film-Noir,12599.8929611,3.40714285714,0.188063844552,0.820224719101,1.74175568974,Bitter Moon,1
345,1994,Comedy,12776.8282008,3.74704491726,0.380985426787,0.842696629213,2.6126335346,Bullets Over Broadway,0
346,1994,Action|Adventure|Thriller,11952.0989349,3.7091176952,0.101524147326,0.842696629213,2.22557671466,Clear and Present Danger,0
348,1994,Comedy|Drama|Romance,12952.8868558,3.3377020533,0.233017194849,0.842696629213,0.435438922434,"Corrina, Corrina",0
349,1994,Comedy,12838.4841562,3.2868852459,0.380985426787,0.842696629213,1.74175568974,Crooklyn,1
351,1994,Drama,11506.3948484,3.21717171717,0.484617164006,0.842696629213,1.45146307478,Cobb,0
353,1994,Comedy|Drama|Romance|War,18632.4920605,4.08442406478,0.171177423086,0.842696629213,0.774113639882,Forrest Gump,1
354,1994,Comedy|Romance,15647.8420612,3.73007323125,0.211485079806,0.842696629213,0.774113639882,Four Weddings and a Funeral,1
355,1995,Drama,13850.9294436,3.27840909091,0.484617164006,0.85393258427,1.11278835733,Higher Learning,0
358,1994,Comedy|Drama|Romance,13160.6708842,3.37235083143,0.233017194849,0.842696629213,1.54822727976,It Could Happen to You,0
362,1993,Drama,12742.2148409,3.20174672489,0.484617164006,0.831460674157,0.580585229912,Little Buddha,0
365,1994,Adventure|Comedy|Western,16681.6252023,3.47676103971,0.114580923741,0.842696629213,1.35469886979,Maverick,0
366,1994,Drama,12637.9987103,3.3417218543,0.484617164006,0.842696629213,1.69337358724,Mrs. Parker and the Vicious Circle,1
367,1994,Action|Comedy,18487.7230193,3.06211936663,0.204198473282,0.842696629213,1.20955256232,Naked Gun 33 1/3: The Final Insult,0
369,1994,Comedy|Drama|Romance,16935.8276918,3.30251019095,0.233017194849,0.842696629213,1.64499148475,Reality Bites,0
376,1994,Action|Sci-Fi|Thriller,20663.5330479,2.82168995343,0.0947387359601,0.842696629213,0.822495742375,Timecop,0
377,1994,Action|Adventure|Comedy|Romance|Thriller,15057.8131722,3.56183759505,0.122498265094,0.842696629213,1.88690199721,True Lies,1
378,1994,Drama,11420.6079478,3.44819439757,0.484617164006,0.842696629213,1.3063167673,When a Man Loves a Woman,0
379,1994,Drama|Horror|Romance|Thriller,15287.596216,3.09026054591,0.145876705991,0.842696629213,2.37072302214,Wolf,1
380,1994,Western,13532.9393131,3.23421052632,0.0249826509368,0.842696629213,2.56425143211,Wyatt Earp,1
390,1994,Action|Adventure|Fantasy,24376.2881143,1.99622641509,0.0722749119696,0.842696629213,0.677349434897,Street Fighter,0
391,1995,Comedy,22185.679347,3.48,0.380985426787,0.85393258427,1.69337358724,Coldblooded,1
407,1993,Comedy,12683.0714368,3.02717391304,0.380985426787,0.831460674157,2.99969035454,Addams Family Values,1
410,1994,Comedy,15974.0642572,2.83440860215,0.380985426787,0.842696629213,1.69337358724,Airheads,0
412,1993,Comedy|Thriller,11245.9248406,2.8583499006,0.211745315753,0.831460674157,1.35469886979,Another Stakeout,1
413,1994,Western,11627.954388,2.74445430346,0.0249826509368,0.842696629213,2.46748722712,Bad Girls,1
414,1994,Comedy|Romance,11729.2932666,3.51512287335,0.211485079806,0.842696629213,0.774113639882,Barcelona,0
417,1994,Action|Comedy|Crime|Thriller,13335.3560824,2.81330234617,0.132395038168,0.842696629213,0.870877844868,Beverly Hills Cop III,1
418,1994,Adventure|Children,12312.0163048,3.32061068702,0.0605482303956,0.842696629213,1.88690199721,Black Beauty,0
420,1994,Action|Thriller,17812.0283552,3.0681658468,0.130204718945,0.842696629213,1.74175568974,Blown Away,1
422,1994,Drama|Romance,16184.1677484,3.53521126761,0.250346981263,0.842696629213,1.88690199721,Blue Sky,1
423,1993,Horror|Sci-Fi|Thriller,13033.8895373,3.13767090995,0.0766957102835,0.831460674157,0.91925994736,Body Snatchers,0
424,1993,Drama|Mystery|Romance|Thriller,11359.8354389,2.55754241174,0.140671987046,0.831460674157,1.83851989472,Boxing Helena,0
428,1993,Crime|Drama,17315.4352674,3.75785229202,0.226405274115,0.831460674157,1.74175568974,Carlito's Way,1
429,1994,Adventure|Comedy|Western,14066.9564459,2.79787765293,0.114580923741,0.842696629213,2.22557671466,City Slickers II: The Legend of Curly's Gold,1
431,1993,Action|Adventure|Thriller,12766.5953361,3.12236729873,0.101524147326,0.831460674157,1.01602415235,Cliffhanger,0
432,1993,Comedy|Sci-Fi,14247.7457754,2.66025949063,0.172536433033,0.831460674157,1.40308097229,Coneheads,1
433,1994,Drama|Thriller,19093.5386621,2.71350613915,0.25060721721,0.842696629213,1.74175568974,Color of Night,1
437,1993,Comedy|Romance,13323.8221454,3.65931596904,0.211485079806,0.831460674157,1.25793466481,Dave,0
438,1993,Comedy,22531.88106,3.75997116771,0.380985426787,0.831460674157,0.483821024926,Dazed and Confused,0
439,1993,Action|Adventure|Sci-Fi,17024.2396549,3.12300893104,0.0782892538618,0.831460674157,0.91925994736,Demolition Man,0
441,1993,Comedy|Romance,12075.1851269,2.43345543346,0.211485079806,0.831460674157,2.03204830469,Even Cowgirls Get the Blues,0
442,1993,Comedy,10950.663563,2.89273927393,0.380985426787,0.831460674157,1.9836662022,Fatal Instinct,0
445,1993,Drama,13921.2771646,3.61714589989,0.484617164006,0.831460674157,1.54822727976,Fearless,0
448,1993,Drama|Mystery|Romance,16648.5865162,3.1090487239,0.159251548565,0.831460674157,0.290292614956,Flesh and Bone,1
452,1993,Adventure|Children|Drama,17663.6196314,2.72793949118,0.14357313594,0.831460674157,1.06440625484,Free Willy,0
453,1994,Crime|Drama|Thriller,20536.9757549,3.90586145648,0.174981365821,0.842696629213,1.74175568974,Fresh,1
455,1993,Drama|Western,11781.613444,3.18303571429,0.191099930604,0.831460674157,2.6126335346,Geronimo: An American Legend,0
457,1994,Comedy,11063.8559765,2.47217235189,0.380985426787,0.842696629213,1.9836662022,Getting Even with Dad,0
458,1994,Drama|Romance,13516.263477,3.39897260274,0.250346981263,0.842696629213,0.290292614956,Go Fish,0
461,1993,Action|Adventure|Crime|Thriller,12956.8697833,2.95901639344,0.0899982650937,0.831460674157,0.677349434897,Hard Target,1
462,1993,Action|Drama|War,18008.9368336,3.26423690205,0.15447091783,0.831460674157,0.435438922434,Heaven & Earth,1
463,1993,Action|Comedy|War,18339.6657075,2.99418604651,0.131441642892,0.831460674157,2.6610156371,Hot Shots! Part Deux,1
464,1995,Comedy,10539.2118212,3.44255319149,0.380985426787,0.85393258427,1.69337358724,Live Nude Girls,0
467,1994,Comedy,13390.3449943,2.21268656716,0.380985426787,0.842696629213,0.290292614956,House Party 3,1
469,1994,Comedy|Drama,11075.9055927,2.89507494647,0.324600971548,0.842696629213,1.06440625484,I'll Do Anything,1
471,1993,Action|Thriller,14025.497412,3.77340970233,0.130204718945,0.831460674157,2.17719461217,In the Line of Fire,0
472,1993,Drama,15715.3115984,3.99063097514,0.484617164006,0.831460674157,0.503173865924,In the Name of the Father,0
477,1993,Action|Adventure|Sci-Fi|Thriller,18075.0192767,3.73292268089,0.0837453735832,0.831460674157,1.79013779223,Jurassic Park,1
