	user_ids
387	70390
388	70391
389	70392
390	70393
391	70394
392	70395
393	70396
394	70397
395	70398
396	70399
397	70400
398	70401
399	70402
400	70403
401	70404
402	70405
403	70406
404	70407
405	70408
406	70409
407	70410
408	70411
409	70412
410	70413
411	70414
412	70415
413	70416
414	70417
415	70418
416	70419
417	70420
418	70421
419	70422
420	70424
421	70425
422	70426
423	70427
424	70428
425	70429
426	70430
427	70431
428	70432
429	70433
430	70434
431	70435
432	70436
433	70437
434	70438
435	70439
436	70440
437	70441
438	70442
439	70443
440	70444
441	70445
442	70446
443	70447
444	70448
445	70449
446	70450
447	70451
448	70452
449	70453
450	70454
451	70455
452	70456
453	70457
454	70458
455	70459
456	70460
457	70461
458	70462
459	70463
460	70464
461	70465
462	70466
463	70467
464	70468
465	70469
466	70470
467	70471
468	70472
469	70473
470	70474
471	70475
472	70476
473	70477
474	70478
475	70479
476	70480
477	70481
478	70482
479	70483
480	70484
481	70485
482	70486
483	70487
484	70488
485	70489
486	70490
487	70491
488	70492
489	70493
490	70494
491	70495
492	70496
493	70497
494	70498
495	70499
496	70500
497	70501
498	70502
499	70503
500	70504
501	70505
502	70506
503	70507
504	70508
505	70509
506	70510
507	70511
508	70512
509	70513
510	70514
511	70515
512	70516
513	70517
514	70518
515	70519
516	70520
517	70521
518	70522
519	70523
520	70524
521	70525
522	70526
523	70527
524	70528
525	70529
526	70530
527	70531
528	70532
529	70533
530	70534
531	70535
532	70536
533	70537
534	70538
535	70539
536	70540
537	70541
538	70542
539	70543
540	70544
541	70545
542	70546
543	70547
544	70548
545	70549
546	70550
547	70551
548	70552
549	70553
550	70554
551	70555
552	70556
553	70557
554	70558
555	70559
556	70560
557	70561
558	70562
559	70563
560	70564
561	70565
562	70566
563	70567
564	70568
565	70569
566	70570
567	70571
568	70572
569	70573
570	70574
571	70575
572	70576
573	70577
574	70578
575	70579
576	70580
577	70581
578	70582
579	70583
580	70584
581	70585
582	70586
583	70587
584	70588
585	70589
586	70590
587	70591
588	70592
589	70593
590	70594
591	70595
592	70596
593	70597
594	70598
595	70599
596	70600
597	70601
598	70602
599	70603
600	70604
601	70605
602	70606
603	70607
604	70608
605	70609
606	70610
607	70611
608	70612
609	70613
610	70614
611	70615
612	70616
613	70617
614	70618
615	70619
616	70620
617	70621
618	70622
619	70623
620	70624
621	70625
622	70626
623	70627
624	70628
625	70629
626	70630
627	70631
628	70632
629	70633
630	70634
631	70635
632	70636
633	70637
634	70638
635	70639
636	70640
637	70641
638	70642
639	70643
640	70644
641	70645
642	70646
643	70647
644	70648
645	70649
646	70650
647	70651
648	70652
649	70653
650	70654
651	70655
652	70656
653	70657
654	70658
655	70659
656	70660
657	70661
658	70662
659	70663
660	70664
661	70665
662	70666
663	70667
664	70668
665	70669
666	70670
667	70671
668	70672
669	70673
670	70674
671	70675
672	70676
673	70677
674	70678
675	70679
676	70680
677	70681
678	70682
679	70683
680	70684
681	70685
682	70686
683	70687
684	70688
685	70689
686	70690
687	70691
688	70692
689	70693
690	70694
691	70695
692	70696
693	70697
694	70698
695	70699
696	70700
697	70701
698	70702
699	70703
700	70704
701	70705
702	70706
703	70707
704	70708
705	70709
706	70710
707	70711
708	70712
709	70713
710	70714
711	70715
712	70716
713	70717
714	70718
715	70719
716	70720
717	70721
718	70722
719	70723
720	70724
721	70725
722	70726
723	70727
724	70728
725	70729
726	70730
727	70731
728	70732
729	70733
730	70734
731	70735
732	70736
733	70737
734	70738
735	70739
736	70740
737	70741
738	70742
739	70743
740	70744
741	70745
742	70746
743	70747
744	70748
745	70749
746	70750
747	70751
748	70752
749	70753
750	70754
751	70755
752	70756
753	70757
754	70758
755	70759
756	70760
757	70761
758	70762
759	70763
760	70764
761	70765
762	70766
763	70767
764	70768
765	70769
766	70770
767	70771
768	70772
769	70773
770	70774
771	70775
772	70776
773	70777
774	70778
775	70779
776	70780
777	70781
778	70782
779	70783
780	70784
781	70785
782	70786
783	70787
784	70788
785	70789
786	70790
787	70791
788	70792
789	70793
790	70794
791	70795
792	70796
793	70797
794	70798
795	70799
796	70800
797	70801
798	70802
799	70803
800	70804
801	70805
802	70806
803	70807
804	70808
805	70809
806	70810
807	70811
808	70812
809	70813
810	70814
811	70815
812	70816
813	70817
814	70818
815	70819
816	70820
817	70821
818	70822
819	70823
820	70824
821	70825
822	70826
823	70827
824	70828
825	70829
826	70830
827	70831
828	70832
829	70833
830	70834
831	70835
832	70836
833	70837
834	70838
835	70839
836	70840
837	70841
838	70842
839	70843
840	70844
841	70845
842	70846
843	70847
844	70848
845	70849
846	70850
847	70851
848	70852
849	70853
850	70854
851	70855
852	70856
853	70857
854	70858
855	70859
856	70860
857	70861
858	70862
859	70863
860	70864
861	70865
862	70866
863	70867
864	70868
865	70869
866	70870
867	70871
868	70872
869	70873
870	70874
871	70875
872	70876
873	70877
874	70878
875	70879
876	70880
877	70881
878	70882
879	70883
880	70884
881	70885
882	70886
883	70887
884	70888
885	70889
886	70890
887	70891
888	70892
889	70893
890	70894
891	70895
892	70896
893	70897
894	70898
895	70899
896	70900
897	70901
898	70902
899	70903
900	70904
901	70905
902	70906
903	70907
904	70908
905	70909
906	70910
907	70911
908	70912
909	70913
910	70914
911	70915
912	70916
913	70917
914	70918
915	70919
916	70920
917	70921
918	70922
919	70923
920	70924
921	70925
922	70926
923	70927
924	70928
925	70929
926	70930
927	70931
928	70932
929	70933
930	70934
931	70935
932	70936
933	70937
934	70938
935	70939
936	70940
937	70941
938	70942
939	70943
940	70944
941	70945
942	70946
943	70947
944	70948
945	70949
946	70950
947	70951
948	70952
949	70953
950	70954
951	70955
952	70956
953	70957
954	70958
955	70959
956	70960
957	70961
958	70962
959	70963
960	70964
961	70966
962	70967
963	70968
964	70969
965	70970
966	70971
967	70972
968	70973
969	70974
970	70975
971	70976
972	70977
973	70978
974	70979
975	70980
976	70981
977	70982
978	70983
979	70984
980	70985
981	70986
982	70987
983	70988
984	70989
985	70990
986	70991
987	70992
988	70993
989	70994
990	70995
991	70996
992	70997
993	70998
994	70999
995	71000
996	71001
997	71002
998	71003
999	71004
1000	71005
1001	71006
1002	71007
1003	71008
1004	71009
1005	71010
1006	71011
1007	71012
1008	71013
1009	71014
1010	71015
1011	71016
1012	71017
1013	71018
1014	71019
1015	71020
1016	71021
1017	71022
1018	71023
1019	71024
1020	71025
1021	71026
1022	71027
1023	71028
1024	71029
1025	71030
1026	71031
1027	71032
1028	71033
1029	71034
1030	71035
1031	71036
1032	71037
1033	71038
1034	71039
1035	71040
1036	71041
1037	71042
1038	71043
1039	71044
1040	71045
1041	71046
1042	71047
1043	71048
1044	71049
1045	71050
1046	71051
1047	71052
1048	71053
1049	71054
1050	71055
1051	71056
1052	71057
1053	71058
1054	71059
1055	71060
1056	71061
1057	71062
1058	71063
1059	71064
1060	71065
1061	71066
1062	71067
1063	71068
1064	71069
1065	71070
1066	71071
1067	71072
1068	71073
1069	71074
1070	71075
1071	71076
1072	71077
1073	71078
1074	71079
1075	71080
1076	71081
1077	71082
1078	71083
1079	71084
1080	71085
1081	71086
1082	71087
1083	71088
1084	71089
1085	71090
1086	71091
1087	71092
1088	71093
1089	71094
1090	71095
1091	71096
1092	71097
1093	71098
1094	71099
1095	71100
1096	71101
1097	71102
1098	71103
1099	71104
1100	71105
1101	71106
1102	71107
1103	71108
1104	71109
1105	71110
1106	71111
1107	71112
1108	71113
1109	71114
1110	71115
1111	71116
1112	71117
1113	71118
1114	71119
1115	71120
1116	71121
1117	71122
1118	71123
1119	71124
1120	71125
1121	71126
1122	71127
1123	71128
1124	71129
1125	71130
1126	71131
1127	71133
1128	71134
1129	71135
1130	71136
1131	71137
1132	71138
1133	71139
1134	71140
1135	71141
1136	71142
1137	71143
1138	71144
1139	71145
1140	71146
1141	71147
1142	71148
1143	71149
1144	71150
1145	71151
1146	71152
1147	71153
1148	71154
1149	71155
1150	71156
1151	71157
1152	71158
1153	71159
1154	71160
1155	71161
1156	71162
1157	71163
1158	71164
1159	71165
1160	71166
1161	71167
1162	71168
1163	71169
1164	71170
1165	71171
1166	71172
1167	71173
1168	71174
1169	71175
1170	71176
1171	71177
1172	71178
1173	71179
1174	71180
1175	71181
1176	71182
1177	71183
1178	71184
1179	71185
1180	71186
1181	71187
1182	71188
1183	71189
1184	71190
1185	71191
1186	71192
1187	71193
1188	71194
1189	71195
1190	71196
1191	71197
1192	71198
1193	71199
1194	71201
1195	71202
1196	71203
1197	71204
1198	71205
1199	71206
1200	71207
1201	71208
1202	71209
1203	71210
1204	71211
1205	71212
1206	71213
1207	71214
1208	71215
1209	71216
1210	71217
1211	71218
1212	71219
1213	71220
1214	71221
1215	71222
1216	71223
1217	71224
1218	71225
1219	71226
1220	71227
1221	71228
1222	71229
1223	71230
1224	71231
1225	71232
1226	71233
1227	71234
1228	71235
1229	71236
1230	71237
1231	71238
1232	71239
1233	71240
1234	71241
1235	71242
1236	71243
1237	71244
1238	71245
1239	71246
1240	71247
1241	71248
1242	71249
1243	71250
1244	71251
1245	71252
1246	71253
1247	71254
1248	71255
1249	71256
1250	71257
1251	71258
1252	71259
1253	71260
1254	71261
1255	71262
1256	71263
1257	71264
1258	71265
1259	71266
1260	71267
1261	71268
1262	71269
1263	71270
1264	71271
1265	71272
1266	71273
1267	71274
1268	71275
1269	71276
1270	71277
1271	71278
1272	71279
1273	71280
1274	71281
1275	71282
1276	71283
1277	71284
1278	71285
1279	71286
1280	71287
1281	71288
1282	71289
1283	71290
1284	71291
1285	71292
1286	71293
1287	71294
1288	71295
1289	71296
1290	71297
1291	71298
1292	71299
1293	71300
1294	71301
1295	71302
1296	71303
1297	71304
1298	71305
1299	71306
1300	71307
1301	71308
1302	71309
1303	71310
1304	71311
1305	71312
1306	71313
1307	71314
1308	71315
1309	71316
1310	71317
1311	71318
1312	71319
1313	71320
1314	71321
1315	71322
1316	71323
1317	71324
1318	71325
1319	71326
1320	71327
1321	71328
1322	71329
1323	71330
1324	71331
1325	71332
1326	71333
1327	71334
1328	71335
1329	71336
1330	71337
1331	71338
1332	71339
1333	71340
1334	71341
1335	71342
1336	71343
1337	71344
1338	71345
1339	71346
1340	71347
1341	71348
1342	71349
1343	71350
1344	71351
1345	71352
1346	71353
1347	71354
1348	71355
1349	71356
1350	71357
1351	71358
1352	71359
1353	71360
1354	71361
1355	71362
1356	71363
1357	71364
1358	71365
1359	71366
1360	71367
1361	71368
1362	71369
1363	71370
1364	71371
1365	71372
1366	71373
1367	71374
1368	71375
1369	71376
1370	71377
1371	71378
1372	71379
1373	71380
1374	71381
1375	71382
1376	71383
1377	71384
1378	71385
1379	71386
1380	71387
1381	71388
1382	71389
1383	71390
1384	71391
1385	71392
1386	71393
1387	71394
1388	71395
1389	71396
1390	71397
1391	71398
1392	71399
1393	71400
1394	71401
1395	71402
1396	71403
1397	71404
1398	71405
1399	71406
1400	71407
1401	71408
1402	71409
1403	71410
1404	71411
1405	71412
1406	71413
1407	71414
1408	71415
1409	71416
1410	71417
1411	71418
1412	71419
1413	71420
1414	71421
1415	71422
1416	71423
1417	71424
1418	71425
1419	71426
1420	71427
1421	71428
1422	71429
1423	71430
1424	71431
1425	71432
1426	71433
1427	71434
1428	71435
1429	71436
1430	71437
1431	71438
1432	71439
1433	71440
1434	71441
1435	71442
1436	71443
1437	71444
1438	71445
1439	71446
1440	71447
1441	71448
1442	71449
1443	71450
1444	71451
1445	71452
1446	71453
1447	71454
1448	71455
1449	71456
1450	71457
1451	71458
1452	71459
1453	71460
1454	71461
1455	71462
1456	71463
1457	71464
1458	71465
1459	71466
1460	71467
1461	71468
1462	71469
1463	71470
1464	71471
1465	71472
1466	71473
1467	71474
1468	71475
1469	71476
1470	71477
1471	71478
1472	71479
1473	71480
1474	71481
1475	71482
1476	71483
1477	71484
1478	71485
1479	71486
1480	71487
1481	71488
1482	71489
1483	71490
1484	71491
1485	71492
1486	71493
1487	71494
1488	71495
1489	71496
1490	71497
1491	71498
1492	71499
1493	71500
1494	71501
1495	71502
1496	71503
1497	71504
1498	71505
1499	71506
1500	71507
1501	71508
1502	71509
1503	71510
1504	71511
1505	71512
1506	71513
1507	71514
1508	71515
1509	71516
1510	71517
1511	71518
1512	71519
1513	71520
1514	71521
1515	71522
1516	71523
1517	71524
1518	71525
1519	71526
1520	71527
1521	71528
1522	71529
1523	71530
1524	71531
1525	71532
1526	71533
1527	71534
1528	71535
1529	71536
1530	71537
1531	71538
1532	71539
1533	71540
1534	71541
1535	71542
1536	71543
1537	71544
1538	71545
1539	71546
1540	71547
1541	71548
1542	71549
1543	71550
1544	71551
1545	71552
1546	71553
1547	71554
1548	71555
1549	71556
1550	71557
1551	71558
1552	71559
1553	71560
1554	71561
1555	71562
1556	71563
1557	71564
1558	71565
1559	71566
1560	71567
1561	80010
1562	80011
1563	80012
1564	80013
1565	80014
1566	80015
1567	80016
1568	80017
1569	80018
1570	80019
1571	80020
1572	80021
1573	80022
1574	80023
1575	80024
1576	80025
1577	80026
1578	80027
1579	80028
1580	80029
1581	80030
1582	80031
1583	80032
1584	80033
1585	80034
1586	80035
1587	80036
1588	80037
1589	80038
1590	80039
1591	80040
1592	80041
1593	80049
